course_id,full_course_id
OBGYN 199,Obstetrics and Gynecology 199
OPTH 99,Ophthalmology 99
OPTH 199,Ophthalmology 199
ORTHPDC 99,Orthopaedic Surgery 99
ORTHPDC 199,Orthopaedic Surgery 199
PATH 99,Pathology and Laboratory Medicine 99
PATH 199,Pathology and Laboratory Medicine 199
PATH 296,Pathology and Laboratory Medicine 296
PATH 596,Pathology and Laboratory Medicine 596
PATH 597,Pathology and Laboratory Medicine 597
PATH 599,Pathology and Laboratory Medicine 599
PBMED 99,Physics and Biology in Medicine 99
PBMED 199,Physics and Biology in Medicine 199
PBMED 200A,Physics and Biology in Medicine 200A
PBMED 202B,Physics and Biology in Medicine 202B
PBMED 202C,Physics and Biology in Medicine 202C
PBMED 204,Physics and Biology in Medicine 204
PBMED 210,Physics and Biology in Medicine 210
PBMED 217,Physics and Biology in Medicine 217
PBMED M219,Physics and Biology in Medicine M219
PBMED 260B,Physics and Biology in Medicine 260B
PBMED 596,Physics and Biology in Medicine 596
PBMED 597,Physics and Biology in Medicine 597
PBMED 598,Physics and Biology in Medicine 598
PBMED 599,Physics and Biology in Medicine 599
PEDS 99,Pediatrics 99
PEDS 199,Pediatrics 199
PHILOS 2,Philosophy 2
PHILOS 3,Philosophy 3
PHILOS 21,Philosophy 21
PHILOS 22W,Philosophy 22W
PHILOS 31,Philosophy 31
PHILOS 100B,Philosophy 100B
PHILOS 104,Philosophy 104
PHILOS C115,Philosophy C115
PHILOS 125,Philosophy 125
PHILOS C127B,Philosophy C127B
PHILOS 132,Philosophy 132
PHILOS 137,Philosophy 137
PHILOS 151A,Philosophy 151A
PHILOS C151B,Philosophy C151B
PHILOS 166,Philosophy 166
PHILOS 169,Philosophy 169
PHILOS 170,Philosophy 170
PHILOS M175,Philosophy M175
PHILOS 177A,Philosophy 177A
PHILOS 189HC,Philosophy 189HC
PHILOS 191,Philosophy 191
PHILOS 199,Philosophy 199
PHILOS 200B,Philosophy 200B
PHILOS 207,Philosophy 207
PHILOS 254A,Philosophy 254A
PHILOS M257,Philosophy M257
PHILOS 259,Philosophy 259
PHILOS 270,Philosophy 270
PHILOS 287,Philosophy 287
PHILOS 596,Philosophy 596
PHILOS 597,Philosophy 597
PHILOS 599,Philosophy 599
ASTR 3,Physics and Astronomy 3
ASTR 5,Physics and Astronomy 5
ASTR 6,Physics and Astronomy 6
ASTR 115,Physics and Astronomy 115
ASTR 127,Physics and Astronomy 127
ASTR 143,Physics and Astronomy 143
ASTR 199,Physics and Astronomy 199
ASTR 274,Physics and Astronomy 274
ASTR 277B,Physics and Astronomy 277B
ASTR 279,Physics and Astronomy 279
ASTR 596A,Physics and Astronomy 596A
ASTR 599,Physics and Astronomy 599
PHYSICS 1A,Physics and Astronomy 1A
PHYSICS 1B,Physics and Astronomy 1B
PHYSICS 1BH,Physics and Astronomy 1BH
PHYSICS 1C,Physics and Astronomy 1C
PHYSICS 4AL,Physics and Astronomy 4AL
PHYSICS 4BL,Physics and Astronomy 4BL
PHYSICS 5A,Physics and Astronomy 5A
PHYSICS 5B,Physics and Astronomy 5B
PHYSICS 5C,Physics and Astronomy 5C
PHYSICS 17,Physics and Astronomy 17
PHYSICS 19,Physics and Astronomy 19
PHYSICS 32,Physics and Astronomy 32
PHYSICS 99,Physics and Astronomy 99
PHYSICS 105A,Physics and Astronomy 105A
PHYSICS 110A,Physics and Astronomy 110A
PHYSICS 115B,Physics and Astronomy 115B
PHYSICS 115C,Physics and Astronomy 115C
PHYSICS 128,Physics and Astronomy 128
PHYSICS 132,Physics and Astronomy 132
PHYSICS 170A,Physics and Astronomy 170A
PHYSICS 170E,Physics and Astronomy 170E
PHYSICS C170M,Physics and Astronomy C170M
PHYSICS 180C,Physics and Astronomy 180C
PHYSICS 180E,Physics and Astronomy 180E
PHYSICS 180F,Physics and Astronomy 180F
PHYSICS 180Q,Physics and Astronomy 180Q
PHYSICS C186,Physics and Astronomy C186
PHYSICS C187A,Physics and Astronomy C187A
PHYSICS 188,Physics and Astronomy 188
PHYSICS 192,Physics and Astronomy 192
PHYSICS 192M,Physics and Astronomy 192M
PHYSICS M192S,Physics and Astronomy M192S
PHYSICS 199,Physics and Astronomy 199
PHYSICS 210A,Physics and Astronomy 210A
PHYSICS 221B,Physics and Astronomy 221B
PHYSICS 222B,Physics and Astronomy 222B
PHYSICS 226B,Physics and Astronomy 226B
PHYSICS 230C,Physics and Astronomy 230C
PHYSICS 237B,Physics and Astronomy 237B
PHYSICS 241B,Physics and Astronomy 241B
PHYSICS 250,Physics and Astronomy 250
PHYSICS 269B,Physics and Astronomy 269B
PHYSICS C270M,Physics and Astronomy C270M
PHYSICS C286,Physics and Astronomy C286
PHYSICS 291,Physics and Astronomy 291
PHYSICS 293,Physics and Astronomy 293
PHYSICS 296,Physics and Astronomy 296
PHYSICS 596,Physics and Astronomy 596
PHYSICS 597,Physics and Astronomy 597
PHYSICS 598,Physics and Astronomy 598
PHYSICS 599,Physics and Astronomy 599
QNT SCI 402,Physics and Astronomy 402
QNT SCI 411,Physics and Astronomy 411
PHYSIOL 99,Physiology 99
PHYSIOL 199,Physiology 199
PHYSIOL 596,Physiology 596
PHYSIOL 597,Physiology 597
PHYSIOL 598,Physiology 598
PHYSIOL 599,Physiology 599
POL SCI 6,Political Science 6
POL SCI 10,Political Science 10
POL SCI 20,Political Science 20
POL SCI 40,Political Science 40
POL SCI 60,Political Science 60
POL SCI 89,Political Science 89
POL SCI 99,Political Science 99
POL SCI M111A,Political Science M111A
POL SCI 111B,Political Science 111B
POL SCI 111C,Political Science 111C
POL SCI 114B,Political Science 114B
POL SCI 115D,Political Science 115D
POL SCI 119,Political Science 119
POL SCI 120A,Political Science 120A
POL SCI 137A,Political Science 137A
POL SCI 139,Political Science 139
POL SCI 140B,Political Science 140B
POL SCI 141E,Political Science 141E
POL SCI 143C,Political Science 143C
POL SCI 145C,Political Science 145C
POL SCI 145E,Political Science 145E
POL SCI 147C,Political Science 147C
POL SCI 150,Political Science 150
POL SCI 151A,Political Science 151A
POL SCI 151B,Political Science 151B
POL SCI 159B,Political Science 159B
POL SCI 160,Political Science 160
POL SCI 163B,Political Science 163B
POL SCI 172,Political Science 172
POL SCI M180B,Political Science M180B
POL SCI M181B,Political Science M181B
POL SCI 186,Political Science 186
POL SCI 189,Political Science 189
POL SCI 189HC,Political Science 189HC
POL SCI 191C,Political Science 191C
POL SCI 191E,Political Science 191E
POL SCI M194DC,Political Science M194DC
POL SCI 195CE,Political Science 195CE
POL SCI M195DC,Political Science M195DC
POL SCI 198,Political Science 198
POL SCI 199,Political Science 199
POL SCI 200B,Political Science 200B
POL SCI 200D,Political Science 200D
POL SCI 200E,Political Science 200E
POL SCI 204B,Political Science 204B
POL SCI M208D,Political Science M208D
POL SCI 215,Political Science 215
POL SCI 218,Political Science 218
POL SCI 219,Political Science 219
POL SCI 220B,Political Science 220B
POL SCI 240B,Political Science 240B
POL SCI 260B,Political Science 260B
POL SCI 280B,Political Science 280B
POL SCI 292B,Political Science 292B
POL SCI 596,Political Science 596
POL SCI 597,Political Science 597
POL SCI 599,Political Science 599
PSYCH 10,Psychology 10
PSYCH 19,Psychology 19
PSYCH 20A,Psychology 20A
PSYCH 20B,Psychology 20B
PSYCH 85,Psychology 85
PSYCH 99,Psychology 99
PSYCH 100A,Psychology 100A
PSYCH 100B,Psychology 100B
PSYCH 101,Psychology 101
PSYCH 110,Psychology 110
PSYCH 115,Psychology 115
PSYCH M116A,Psychology M116A
PSYCH 116B,Psychology 116B
PSYCH M117B,Psychology M117B
PSYCH 118,Psychology 118
PSYCH 119D,Psychology 119D
PSYCH 119I,Psychology 119I
PSYCH 119Y,Psychology 119Y
PSYCH 120A,Psychology 120A
PSYCH 120B,Psychology 120B
PSYCH 121,Psychology 121
PSYCH 124B,Psychology 124B
PSYCH 124D,Psychology 124D
PSYCH 124F,Psychology 124F
PSYCH 124G,Psychology 124G
PSYCH 124J,Psychology 124J
PSYCH 124K,Psychology 124K
PSYCH 126,Psychology 126
PSYCH 127A,Psychology 127A
PSYCH 127C,Psychology 127C
PSYCH 130,Psychology 130
PSYCH 133D,Psychology 133D
PSYCH 133G,Psychology 133G
PSYCH 134B,Psychology 134B
PSYCH 134E,Psychology 134E
PSYCH 134K,Psychology 134K
PSYCH 135,Psychology 135
PSYCH 136A,Psychology 136A
PSYCH 137C,Psychology 137C
PSYCH 137G,Psychology 137G
PSYCH 137I,Psychology 137I
PSYCH M139,Psychology M139
PSYCH 150,Psychology 150
PSYCH 151,Psychology 151
PSYCH 167,Psychology 167
PSYCH 184A,Psychology 184A
PSYCH 186B,Psychology 186B
PSYCH 188B,Psychology 188B
PSYCH 188SB,Psychology 188SB
PSYCH 189,Psychology 189
PSYCH 189HC,Psychology 189HC
PSYCH 191,Psychology 191
PSYCH 191BH,Psychology 191BH
PSYCH 192,Psychology 192
PSYCH 194A,Psychology 194A
PSYCH 195A,Psychology 195A
PSYCH 195B,Psychology 195B
PSYCH 196A,Psychology 196A
PSYCH 196B,Psychology 196B
PSYCH 198,Psychology 198
PSYCH 199A,Psychology 199A
PSYCH 199B,Psychology 199B
PSYCH 203,Psychology 203
PSYCH 212,Psychology 212
PSYCH 218,Psychology 218
PSYCH 219,Psychology 219
PSYCH 220B,Psychology 220B
PSYCH 250B,Psychology 250B
PSYCH 251A,Psychology 251A
PSYCH 251B,Psychology 251B
PSYCH M257,Psychology M257
PSYCH 260B,Psychology 260B
PSYCH 262,Psychology 262
PSYCH 270B,Psychology 270B
PSYCH 273B,Psychology 273B
PSYCH M274,Psychology M274
PSYCH 276,Psychology 276
PSYCH 277A,Psychology 277A
PSYCH 289B,Psychology 289B
PSYCH 292,Psychology 292
PSYCH 296A,Psychology 296A
PSYCH C296B,Psychology C296B
PSYCH 298,Psychology 298
PSYCH 401,Psychology 401
PSYCH 410B,Psychology 410B
PSYCH 410E,Psychology 410E
PSYCH 451,Psychology 451
PSYCH 495A,Psychology 495A
PSYCH 495B,Psychology 495B
PSYCH 596,Psychology 596
PSYCH 597,Psychology 597
PSYCH 599,Psychology 599
PSYCTRY 19,Psychiatry and Biobehavioral Sciences 19
PSYCTRY 99,Psychiatry and Biobehavioral Sciences 99
PSYCTRY 176,Psychiatry and Biobehavioral Sciences 176
PSYCTRY 178,Psychiatry and Biobehavioral Sciences 178
PSYCTRY 188SB,Psychiatry and Biobehavioral Sciences 188SB
PSYCTRY 199,Psychiatry and Biobehavioral Sciences 199
PSYCTRY M230,Psychiatry and Biobehavioral Sciences M230
PSYCTRY M272,Psychiatry and Biobehavioral Sciences M272
PSYCTRY 596P,Psychiatry and Biobehavioral Sciences 596P
PUB AFF 19,Public Affairs Schoolwide 19
PUB AFF 20,Public Affairs Schoolwide 20
PUB AFF 40,Public Affairs Schoolwide 40
PUB AFF 60,Public Affairs Schoolwide 60
PUB AFF 80,Public Affairs Schoolwide 80
PUB AFF 87,Public Affairs Schoolwide 87
PUB AFF 99,Public Affairs Schoolwide 99
PUB AFF 111,Public Affairs Schoolwide 111
PUB AFF 112,Public Affairs Schoolwide 112
PUB AFF 114,Public Affairs Schoolwide 114
PUB AFF 115,Public Affairs Schoolwide 115
PUB AFF 123,Public Affairs Schoolwide 123
PUB AFF M124,Public Affairs Schoolwide M124
PUB AFF 135,Public Affairs Schoolwide 135
PUB AFF 155,Public Affairs Schoolwide 155
PUB AFF M157,Public Affairs Schoolwide M157
PUB AFF M160,Public Affairs Schoolwide M160
PUB AFF M161,Public Affairs Schoolwide M161
PUB AFF 162,Public Affairs Schoolwide 162
PUB AFF M165,Public Affairs Schoolwide M165
PUB AFF 170,Public Affairs Schoolwide 170
PUB AFF 172,Public Affairs Schoolwide 172
PUB AFF 177,Public Affairs Schoolwide 177
PUB AFF M179A,Public Affairs Schoolwide M179A
PUB AFF 187BX,Public Affairs Schoolwide 187BX
PUB AFF 189HC,Public Affairs Schoolwide 189HC
PUB AFF 195,Public Affairs Schoolwide 195
PUB AFF 195CE,Public Affairs Schoolwide 195CE
PUB AFF M195DC,Public Affairs Schoolwide M195DC
PUB AFF 196,Public Affairs Schoolwide 196
PUB AFF 198B,Public Affairs Schoolwide 198B
PUB AFF 199,Public Affairs Schoolwide 199
PUB HLT 10,Public Health Schoolwide 10
PUB HLT 50B,Public Health Schoolwide 50B
PUB HLT 99,Public Health Schoolwide 99
PUB HLT M106,Public Health Schoolwide M106
PUB HLT 185A,Public Health Schoolwide 185A
PUB HLT 188SB,Public Health Schoolwide 188SB
PUB HLT 195,Public Health Schoolwide 195
PUB HLT 195CE,Public Health Schoolwide 195CE
PUB HLT 196,Public Health Schoolwide 196
PUB HLT 199,Public Health Schoolwide 199
PUB HLT 200B,Public Health Schoolwide 200B
PUB HLT C201,Public Health Schoolwide C201
PUB HLT 495,Public Health Schoolwide 495
PUB PLC 99,Public Policy 99
PUB PLC CM175,Public Policy CM175
PUB PLC CM179,Public Policy CM179
PUB PLC CM191G,Public Policy CM191G
PUB PLC 204,Public Policy 204
PUB PLC 208,Public Policy 208
PUB PLC M212,Public Policy M212
PUB PLC M216,Public Policy M216
PUB PLC M221,Public Policy M221
PUB PLC 225,Public Policy 225
PUB PLC M227,Public Policy M227
PUB PLC M228,Public Policy M228
PUB PLC 234B,Public Policy 234B
PUB PLC M265,Public Policy M265
PUB PLC M268,Public Policy M268
PUB PLC C275,Public Policy C275
PUB PLC C279,Public Policy C279
PUB PLC 287A,Public Policy 287A
PUB PLC 289A,Public Policy 289A
PUB PLC 291A,Public Policy 291A
PUB PLC C291G,Public Policy C291G
PUB PLC 291R,Public Policy 291R
PUB PLC 297A,Public Policy 297A
PUB PLC 297B,Public Policy 297B
PUB PLC 297R,Public Policy 297R
PUB PLC 298B,Public Policy 298B
PUB PLC 496,Public Policy 496
PUB PLC 596,Public Policy 596
RAD ONC 99,Radiation Oncology 99
RAD ONC 199,Radiation Oncology 199
RADIOL 99,Radiological Sciences 99
RADIOL 199,Radiological Sciences 199
RELIGN M50,"Religion, Study of M50"
RELIGN 99,"Religion, Study of 99"
RELIGN 101,"Religion, Study of 101"
RELIGN M108,"Religion, Study of M108"
RELIGN 113,"Religion, Study of 113"
RELIGN M142C,"Religion, Study of M142C"
RELIGN 160,"Religion, Study of 160"
RELIGN M174D,"Religion, Study of M174D"
RELIGN M175,"Religion, Study of M175"
RELIGN 177,"Religion, Study of 177"
RELIGN M186A,"Religion, Study of M186A"
RES PRC 99,Research Practice 99
RES PRC 102,Research Practice 102
RES PRC 103,Research Practice 103
RES PRC 105,Research Practice 105
RES PRC 120,Research Practice 120
RES PRC 130,Research Practice 130
RES PRC 192A,Research Practice 192A
RES PRC 192B,Research Practice 192B
RES PRC 193,Research Practice 193
RES PRC 194A,Research Practice 194A
RES PRC 199,Research Practice 199
SCI EDU 1XP,Science Education 1XP
SCI EDU 10XP,Science Education 10XP
SCI EDU 100XP,Science Education 100XP
C&EE ST M125,"Slavic, East European, and Eurasian Languages and Cultures M125"
HNGAR 101B,"Slavic, East European, and Eurasian Languages and Cultures 101B"
POLSH 101B,"Slavic, East European, and Eurasian Languages and Cultures 101B"
ROMANIA 101B,"Slavic, East European, and Eurasian Languages and Cultures 101B"
RUSSN 2,"Slavic, East European, and Eurasian Languages and Cultures 2"
RUSSN 5,"Slavic, East European, and Eurasian Languages and Cultures 5"
RUSSN 25,"Slavic, East European, and Eurasian Languages and Cultures 25"
RUSSN 31,"Slavic, East European, and Eurasian Languages and Cultures 31"
RUSSN 100B,"Slavic, East European, and Eurasian Languages and Cultures 100B"
RUSSN 101B,"Slavic, East European, and Eurasian Languages and Cultures 101B"
RUSSN 102B,"Slavic, East European, and Eurasian Languages and Cultures 102B"
RUSSN 103B,"Slavic, East European, and Eurasian Languages and Cultures 103B"
RUSSN 119,"Slavic, East European, and Eurasian Languages and Cultures 119"
RUSSN C124D,"Slavic, East European, and Eurasian Languages and Cultures C124D"
RUSSN C124N,"Slavic, East European, and Eurasian Languages and Cultures C124N"
RUSSN M127,"Slavic, East European, and Eurasian Languages and Cultures M127"
RUSSN 189HC,"Slavic, East European, and Eurasian Languages and Cultures 189HC"
RUSSN 212B,"Slavic, East European, and Eurasian Languages and Cultures 212B"
RUSSN C224D,"Slavic, East European, and Eurasian Languages and Cultures C224D"
RUSSN C277,"Slavic, East European, and Eurasian Languages and Cultures C277"
SRB CRO 102B,"Slavic, East European, and Eurasian Languages and Cultures 102B"
SRB CRO 187F,"Slavic, East European, and Eurasian Languages and Cultures 187F"
SLAVC 90,"Slavic, East European, and Eurasian Languages and Cultures 90"
SLAVC 191TB,"Slavic, East European, and Eurasian Languages and Cultures 191TB"
SLAVC 198B,"Slavic, East European, and Eurasian Languages and Cultures 198B"
SLAVC 230B,"Slavic, East European, and Eurasian Languages and Cultures 230B"
SLAVC 495B,"Slavic, East European, and Eurasian Languages and Cultures 495B"
SLAVC 596,"Slavic, East European, and Eurasian Languages and Cultures 596"
SLAVC 597,"Slavic, East European, and Eurasian Languages and Cultures 597"
SLAVC 599,"Slavic, East European, and Eurasian Languages and Cultures 599"
SOC GEN 5,Society and Genetics 5
SOC GEN 19,Society and Genetics 19
SOC GEN M71B,Society and Genetics M71B
SOC GEN M72B,Society and Genetics M72B
SOC GEN 89,Society and Genetics 89
SOC GEN 99,Society and Genetics 99
SOC GEN 105A,Society and Genetics 105A
SOC GEN 105B,Society and Genetics 105B
SOC GEN 108,Society and Genetics 108
SOC GEN M132,Society and Genetics M132
SOC GEN 164,Society and Genetics 164
SOC GEN 180,Society and Genetics 180
SOC GEN 187A,Society and Genetics 187A
SOC GEN 187B,Society and Genetics 187B
SOC GEN 195CE,Society and Genetics 195CE
SOC GEN 196,Society and Genetics 196
SOC GEN 199,Society and Genetics 199
SOC SC 99,Social Science 99
SOC SC 403,Social Science 403
SOC SC 410,Social Science 410
SOC SC 430A,Social Science 430A
SOC THT 190A,Social Thought 190A
SOC THT 190B,Social Thought 190B
SOC WLF 99,Social Welfare 99
SOC WLF M151,Social Welfare M151
SOC WLF 195,Social Welfare 195
SOC WLF 210B,Social Welfare 210B
SOC WLF 211B,Social Welfare 211B
SOC WLF 212,Social Welfare 212
SOC WLF 213A,Social Welfare 213A
SOC WLF 214B,Social Welfare 214B
SOC WLF 229B,Social Welfare 229B
SOC WLF 231G,Social Welfare 231G
SOC WLF 231J,Social Welfare 231J
SOC WLF 231K,Social Welfare 231K
SOC WLF 231M,Social Welfare 231M
SOC WLF 231P,Social Welfare 231P
SOC WLF 231S,Social Welfare 231S
SOC WLF M241E,Social Welfare M241E
SOC WLF M249B,Social Welfare M249B
SOC WLF 260B,Social Welfare 260B
SOC WLF 260C,Social Welfare 260C
SOC WLF 284A,Social Welfare 284A
SOC WLF 284B,Social Welfare 284B
SOC WLF 286C,Social Welfare 286C
SOC WLF M290J,Social Welfare M290J
SOC WLF M290N,Social Welfare M290N
SOC WLF M290S,Social Welfare M290S
SOC WLF 290T,Social Welfare 290T
SOC WLF 401B,Social Welfare 401B
SOC WLF 402B,Social Welfare 402B
SOC WLF 596A,Social Welfare 596A
SOC WLF 596B,Social Welfare 596B
SOC WLF 597A,Social Welfare 597A
SOC WLF 597B,Social Welfare 597B
SOC WLF 599,Social Welfare 599
SOCIOL 1,Sociology 1
SOCIOL 19,Sociology 19
SOCIOL 20,Sociology 20
SOCIOL M72B,Sociology M72B
SOCIOL 89,Sociology 89
SOCIOL 99,Sociology 99
SOCIOL 101,Sociology 101
SOCIOL 102,Sociology 102
SOCIOL 111,Sociology 111
SOCIOL 114,Sociology 114
SOCIOL 121,Sociology 121
SOCIOL CM125,Sociology CM125
SOCIOL 135,Sociology 135
SOCIOL 138,Sociology 138
SOCIOL M162,Sociology M162
SOCIOL 171,Sociology 171
SOCIOL 173,Sociology 173
SOCIOL M175,Sociology M175
SOCIOL M176,Sociology M176
SOCIOL 180A,Sociology 180A
SOCIOL 180D,Sociology 180D
SOCIOL 182,Sociology 182
SOCIOL 185,Sociology 185
SOCIOL 189,Sociology 189
SOCIOL 191V,Sociology 191V
SOCIOL M194DC,Sociology M194DC
SOCIOL 195,Sociology 195
SOCIOL 195CE,Sociology 195CE
SOCIOL M195DC,Sociology M195DC
SOCIOL 198B,Sociology 198B
SOCIOL 198C,Sociology 198C
SOCIOL 199,Sociology 199
SOCIOL 201B,Sociology 201B
SOCIOL 202B,Sociology 202B
SOCIOL 210B,Sociology 210B
SOCIOL 212B,Sociology 212B
SOCIOL 217B,Sociology 217B
SOCIOL M225A,Sociology M225A
SOCIOL 237,Sociology 237
SOCIOL 239A,Sociology 239A
SOCIOL 244B,Sociology 244B
SOCIOL C258,Sociology C258
SOCIOL M263,Sociology M263
SOCIOL 283,Sociology 283
SOCIOL 289A,Sociology 289A
SOCIOL 295,Sociology 295
SOCIOL 595,Sociology 595
SOCIOL 596,Sociology 596
SOCIOL 597,Sociology 597
SOCIOL 599,Sociology 599
IL AMER 5B,Spanish and Portuguese 5B
IL AMER 15B,Spanish and Portuguese 15B
IL AMER 18B,Spanish and Portuguese 18B
IL AMER 115B,Spanish and Portuguese 115B
IL AMER 119B,Spanish and Portuguese 119B
PORTGSE 2,Spanish and Portuguese 2
PORTGSE 11B,Spanish and Portuguese 11B
PORTGSE 26,Spanish and Portuguese 26
PORTGSE 191,Spanish and Portuguese 191
PORTGSE 290,Spanish and Portuguese 290
PORTGSE 596,Spanish and Portuguese 596
PORTGSE 597,Spanish and Portuguese 597
PORTGSE 599,Spanish and Portuguese 599
SPAN 1,Spanish and Portuguese 1
SPAN 2,Spanish and Portuguese 2
SPAN 3,Spanish and Portuguese 3
SPAN 4,Spanish and Portuguese 4
SPAN 5,Spanish and Portuguese 5
SPAN 7A,Spanish and Portuguese 7A
SPAN 7B,Spanish and Portuguese 7B
SPAN 11A,Spanish and Portuguese 11A
SPAN 12B,Spanish and Portuguese 12B
SPAN 25,Spanish and Portuguese 25
SPAN 27,Spanish and Portuguese 27
SPAN 100B,Spanish and Portuguese 100B
SPAN 119,Spanish and Portuguese 119
SPAN 120,Spanish and Portuguese 120
SPAN 150,Spanish and Portuguese 150
SPAN 160,Spanish and Portuguese 160
SPAN M165XP,Spanish and Portuguese M165XP
SPAN 170,Spanish and Portuguese 170
SPAN 180,Spanish and Portuguese 180
SPAN 191B,Spanish and Portuguese 191B
SPAN 197,Spanish and Portuguese 197
SPAN 198A,Spanish and Portuguese 198A
SPAN 199,Spanish and Portuguese 199
SPAN 202A,Spanish and Portuguese 202A
SPAN 256B,Spanish and Portuguese 256B
SPAN 262B,Spanish and Portuguese 262B
SPAN 290,Spanish and Portuguese 290
SPAN 296,Spanish and Portuguese 296
SPAN 596,Spanish and Portuguese 596
SPAN 597,Spanish and Portuguese 597
SPAN 598,Spanish and Portuguese 598
SPAN 599,Spanish and Portuguese 599
STATS 10,Statistics and Data Science 10
STATS 13,Statistics and Data Science 13
STATS 20,Statistics and Data Science 20
STATS 99,Statistics and Data Science 99
STATS 100A,Statistics and Data Science 100A
STATS 100B,Statistics and Data Science 100B
STATS 101A,Statistics and Data Science 101A
STATS 102A,Statistics and Data Science 102A
STATS 133,Statistics and Data Science 133
STATS 140XP,Statistics and Data Science 140XP
STATS 141XP,Statistics and Data Science 141XP
STATS 147,Statistics and Data Science 147
STATS M148,Statistics and Data Science M148
STATS C155,Statistics and Data Science C155
STATS C173,Statistics and Data Science C173
STATS 184,Statistics and Data Science 184
STATS 195,Statistics and Data Science 195
STATS 199,Statistics and Data Science 199
STATS 200B,Statistics and Data Science 200B
STATS 201B,Statistics and Data Science 201B
STATS 202B,Statistics and Data Science 202B
STATS 205,Statistics and Data Science 205
STATS 219,Statistics and Data Science 219
STATS 231B,Statistics and Data Science 231B
STATS M242,Statistics and Data Science M242
STATS CM248,Statistics and Data Science CM248
STATS M250,Statistics and Data Science M250
STATS M254,Statistics and Data Science M254
STATS C273,Statistics and Data Science C273
STATS 285,Statistics and Data Science 285
STATS 290,Statistics and Data Science 290
STATS 296,Statistics and Data Science 296
STATS 401,Statistics and Data Science 401
STATS 403,Statistics and Data Science 403
STATS 411,Statistics and Data Science 411
STATS 414,Statistics and Data Science 414
STATS 417,Statistics and Data Science 417
STATS 496,Statistics and Data Science 496
STATS 497,Statistics and Data Science 497
STATS 498,Statistics and Data Science 498
STATS 596,Statistics and Data Science 596
STATS 598,Statistics and Data Science 598
STATS 599,Statistics and Data Science 599
SURGERY 99,Surgery 99
SURGERY 199,Surgery 199
THEATER 1B,Theater 1B
THEATER 2B,Theater 2B
THEATER 10,Theater 10
THEATER 11,Theater 11
THEATER 14C,Theater 14C
THEATER 15,Theater 15
THEATER 19,Theater 19
THEATER 20,Theater 20
THEATER 23A,Theater 23A
THEATER 27,Theater 27
THEATER 30,Theater 30
THEATER 34B,Theater 34B
THEATER 35B,Theater 35B
THEATER 50,Theater 50
THEATER 95,Theater 95
THEATER M103A,Theater M103A
THEATER C112A,Theater C112A
THEATER 113,Theater 113
THEATER 115A,Theater 115A
THEATER 116A,Theater 116A
THEATER 116B,Theater 116B
THEATER 117,Theater 117
THEATER 118D,Theater 118D
THEATER 120A,Theater 120A
THEATER 121,Theater 121
THEATER 123,Theater 123
THEATER 124A,Theater 124A
THEATER 124B,Theater 124B
THEATER 124D,Theater 124D
THEATER 125A,Theater 125A
THEATER 125B,Theater 125B
THEATER 125F,Theater 125F
THEATER 128A,Theater 128A
THEATER CM129,Theater CM129
THEATER 131B,Theater 131B
THEATER 134B,Theater 134B
THEATER 134E,Theater 134E
THEATER 135B,Theater 135B
THEATER 135F,Theater 135F
THEATER 138,Theater 138
THEATER C141D,Theater C141D
THEATER 148,Theater 148
THEATER 150,Theater 150
THEATER C151A,Theater C151A
THEATER C153B,Theater C153B
THEATER C153D,Theater C153D
THEATER C154B,Theater C154B
THEATER C154F,Theater C154F
THEATER C155D,Theater C155D
THEATER C155E,Theater C155E
THEATER C156C,Theater C156C
THEATER C157B,Theater C157B
THEATER 163C,Theater 163C
THEATER 167A,Theater 167A
THEATER 167B,Theater 167B
THEATER 171A,Theater 171A
THEATER 172,Theater 172
THEATER 173A,Theater 173A
THEATER 173B,Theater 173B
THEATER 174A,Theater 174A
THEATER 174B,Theater 174B
THEATER 174C,Theater 174C
THEATER 180,Theater 180
THEATER 188SB,Theater 188SB
THEATER 195,Theater 195
THEATER 199,Theater 199
THEATER C212A,Theater C212A
THEATER 216A,Theater 216A
THEATER 220,Theater 220
THEATER CM229,Theater CM229
THEATER 230B,Theater 230B
THEATER 242,Theater 242
THEATER 263,Theater 263
THEATER 272,Theater 272
THEATER 298A,Theater 298A
THEATER 430B,Theater 430B
THEATER C433C,Theater C433C
THEATER 435AW,Theater 435AW
THEATER 441C,Theater 441C
THEATER C441D,Theater C441D
THEATER 442B,Theater 442B
THEATER 443B,Theater 443B
THEATER 445B,Theater 445B
THEATER 449B,Theater 449B
THEATER 449C,Theater 449C
THEATER C451A,Theater C451A
THEATER C453B,Theater C453B
THEATER C453D,Theater C453D
THEATER C454B,Theater C454B
THEATER C454F,Theater C454F
THEATER C455D,Theater C455D
THEATER C455E,Theater C455E
THEATER C456C,Theater C456C
THEATER C457B,Theater C457B
THEATER 457D,Theater 457D
THEATER 472,Theater 472
THEATER 474,Theater 474
THEATER 475A,Theater 475A
THEATER 498,Theater 498
THEATER 596A,Theater 596A
THEATER 596B,Theater 596B
THEATER 596C,Theater 596C
THEATER 596D,Theater 596D
THEATER 596E,Theater 596E
THEATER 596F,Theater 596F
THEATER 597,Theater 597
THEATER 599,Theater 599
UNIV ST 10A,University Studies 10A
UNIV ST 10C,University Studies 10C
UNIV ST 10D,University Studies 10D
UNIV ST 10E,University Studies 10E
UNIV ST 15B,University Studies 15B
URBN PL 99,Urban Planning 99
URBN PL CM157,Urban Planning CM157
