course_id,full_course_id,requisites,days_of_wk_cd,meet_strt_tm,meet_stop_tm,meet_bldg_cd,meet_room_cd,instructors
BIOENGR 223B,Bioengineering 223B,"{'type': 'AND', 'conditions': ['Bioengineering 223A']}",TR,02:00 pm,03:50 pm,,,"Speier, W.F."
BIOENGR 224A,Bioengineering 224A,"{'type': 'AND', 'conditions': ['Mathematics 33A', 'Mathematics 33B']}",TR,10:00 am,11:50 am,,,"Taira, R.K."
BIOENGR CM240,Bioengineering CM240,"{'type': 'AND', 'conditions': ['Mechanical  Aerospace Engineering 101', 'Mechanical  Aerospace Engineering 102', {'type': 'OR', 'conditions': ['Mechanical  Aerospace Engineering 156A']}, 'Mechanical  Aerospace Engineering 166A']}",MW,10:00 am,11:50 am,BOELTER,08500,"Gupta, V."
BIOENGR M250B,Bioengineering M250B,"{'type': 'AND', 'conditions': ['Bioengineering M153']}",MW,12:00 pm,01:50 pm,BOELTER,04283,"Chiou, P."
BIOENGR C255,Bioengineering C255,"{'type': 'AND', 'conditions': ['Bioengineering 110']}",MW,04:00 pm,05:50 pm,BOELTER,04404,"Di Carlo, D."
BIOENGR C285,Bioengineering C285,"{'type': 'AND', 'conditions': ['Bioengineering CM202', 'Chemistry  Biochemistry 20A', 'Chemistry  Biochemistry 20B', 'Chemistry  Biochemistry 20L']}",TR,02:00 pm,03:50 pm,BOELTER,02444,"Li, S."
BIOINFO M223,Bioinformatics M223,"{'type': 'AND', 'conditions': [{'type': 'OR', 'conditions': ['Bioinformatics (Graduate) M221', 'Statistics 100A', 'Statistics 200A']}]}",MW,03:30 pm,04:45 pm,BOYER,00159,"Li, J."
BIOINFO 275B,Bioinformatics 275B,"{'type': 'AND', 'conditions': [{'type': 'OR', 'conditions': ['Bioinformatics (Graduate) 275A']}]}",UNSCHED,12:00 am,12:00 am,,,"Pellegrini, M."
BIOL CH M140,Biological Chemistry M140,"{'type': 'AND', 'conditions': ['Molecular, Cell,  Developmental Biology 165A']}",MWF,10:00 am,10:50 am,HAINES,A00025,"Colicelli, J.J."
BIOL CH M140,Biological Chemistry M140,"{'type': 'AND', 'conditions': ['Molecular, Cell,  Developmental Biology 165A']}",MWF,10:00 am,10:50 am,WGYOUNG,CS00076,"Zamudio, J.R."
BIOSTAT 121,Biostatistics 121,"{'type': 'AND', 'conditions': [{'type': 'OR', 'conditions': ['Biostatistics 100', 'Biostatistics 120']}]}",TR,04:00 pm,05:50 pm,LAKRETZ,00120,"Zoller, J.A."
BIOSTAT 200B,Biostatistics 200B,"{'type': 'AND', 'conditions': ['Biostatistics 200A']}",MWF,11:00 am,11:50 am,HLTHSCI,33105A,"Holbrook, A.J."
BIOSTAT 201B,Biostatistics 201B,"{'type': 'AND', 'conditions': ['Biostatistics 201A']}",MW,01:00 pm,02:50 pm,HLTHSCI,33105A,"Zoller, J.A."
BIOSTAT 203B,Biostatistics 203B,"{'type': 'AND', 'conditions': ['Biostatistics 203A']}",T,03:00 pm,04:50 pm,HLTHSCI,33105A,"Zhou, H."
BIOSTAT 203B,Biostatistics 203B,"{'type': 'AND', 'conditions': ['Biostatistics 203A']}",R,03:00 pm,03:50 pm,HLTHSCI,33105A,"Zhou, H."
BIOSTAT 203B,Biostatistics 203B,"{'type': 'AND', 'conditions': ['Biostatistics 203A']}",VAR,12:00 am,12:00 am,,,"Zhou, H.; Jamshidian, P.M.; Zhang, B."
BIOSTAT 211B,Biostatistics 211B,"{'type': 'AND', 'conditions': ['Biostatistics 211A']}",MWF,09:00 am,09:50 am,HLTHSCI,43105A,"Sugar, C.A."
BIOSTAT 212A,Biostatistics 212A,"{'type': 'AND', 'conditions': ['Biostatistics 100A']}",VAR,12:00 am,12:00 am,,,"Zhou, J.; Zhang, Y.; Papadopoulos, J.M."
BIOSTAT M215,Biostatistics M215,"{'type': 'AND', 'conditions': [{'type': 'OR', 'conditions': ['Biostatistics 202B', 'Statistics 100C']}]}",T,10:00 am,11:50 am,PUB HLT,51279,"Li, G."
BIOSTAT M215,Biostatistics M215,"{'type': 'AND', 'conditions': [{'type': 'OR', 'conditions': ['Biostatistics 202B', 'Statistics 100C']}]}",R,10:00 am,10:50 am,PUB HLT,51279,"Li, G."
BIOSTAT 218,Biostatistics 218,"{'type': 'AND', 'conditions': ['Biostatistics 201A', 'Biostatistics 203A', 'Biostatistics 203B', 'Biostatistics 203C']}",VAR,12:00 am,12:00 am,,,"Suchard, M.A.; Chau, B.H."
BIOSTAT 231,Biostatistics 231,"{'type': 'AND', 'conditions': ['Biostatistics 200A', 'Biostatistics 200B']}",T,01:00 pm,02:50 pm,PUB HLT,41268,"Crespi-Chun, C.; Liu, Z."
BIOSTAT 231,Biostatistics 231,"{'type': 'AND', 'conditions': ['Biostatistics 200A', 'Biostatistics 200B']}",R,01:00 pm,01:50 pm,PUB HLT,41268,"Crespi-Chun, C.; Liu, Z."
BIOSTAT M232,Biostatistics M232,"{'type': 'AND', 'conditions': ['Biostatistics 200C', 'Biostatistics 202B']}",W,01:00 pm,02:50 pm,PUB HLT,61262,"Belin, T.R."
BIOSTAT M234,Biostatistics M234,"{'type': 'AND', 'conditions': ['Biostatistics 200B']}",VAR,12:00 am,12:00 am,,,"Banerjee, S.; Zhou, D."
BIOSTAT 245,Biostatistics 245,"{'type': 'AND', 'conditions': ['Biostatistics 200C', 'Biostatistics 202B']}",MW,03:00 pm,04:50 pm,HLTHSCI,43105A,"Senturk, D."
BIOSTAT 246,Biostatistics 246,"{'type': 'AND', 'conditions': ['Biostatistics 200C', 'Biostatistics 202B']}",M,03:00 pm,04:50 pm,PUB HLT,61269,"Hayati Rezvan, P."
BIOSTAT 250B,Biostatistics 250B,"{'type': 'AND', 'conditions': ['Biostatistics 200A', 'Biostatistics 200B', 'Biostatistics 200C', 'Biostatistics 250A']}",M,05:00 pm,06:50 pm,PUB HLT,41268,"Wong, W."
BIOSTAT 250B,Biostatistics 250B,"{'type': 'AND', 'conditions': ['Biostatistics 200A', 'Biostatistics 200B', 'Biostatistics 200C', 'Biostatistics 250A']}",W,05:00 pm,05:50 pm,PUB HLT,41268,"Wong, W."
BIOSTAT 595,Biostatistics 595,"{'type': 'AND', 'conditions': ['Biostatistics 110A', 'Biostatistics 110B', 'Biostatistics 400', 'Biostatistics 402A']}",UNSCHED,12:00 am,12:00 am,,,"Afifi, A.A."
BIOSTAT 595,Biostatistics 595,"{'type': 'AND', 'conditions': ['Biostatistics 110A', 'Biostatistics 110B', 'Biostatistics 400', 'Biostatistics 402A']}",UNSCHED,12:00 am,12:00 am,,,"Aralis, H.J."
BIOSTAT 595,Biostatistics 595,"{'type': 'AND', 'conditions': ['Biostatistics 110A', 'Biostatistics 110B', 'Biostatistics 400', 'Biostatistics 402A']}",UNSCHED,12:00 am,12:00 am,,,"Banerjee, S."
BIOSTAT 595,Biostatistics 595,"{'type': 'AND', 'conditions': ['Biostatistics 110A', 'Biostatistics 110B', 'Biostatistics 400', 'Biostatistics 402A']}",UNSCHED,12:00 am,12:00 am,,,"Belin, T.R."
BIOSTAT 595,Biostatistics 595,"{'type': 'AND', 'conditions': ['Biostatistics 110A', 'Biostatistics 110B', 'Biostatistics 400', 'Biostatistics 402A']}",UNSCHED,12:00 am,12:00 am,,,"Brookmeyer, R.S."
BIOSTAT 595,Biostatistics 595,"{'type': 'AND', 'conditions': ['Biostatistics 110A', 'Biostatistics 110B', 'Biostatistics 400', 'Biostatistics 402A']}",UNSCHED,12:00 am,12:00 am,,,"Crespi-Chun, C."
BIOSTAT 595,Biostatistics 595,"{'type': 'AND', 'conditions': ['Biostatistics 110A', 'Biostatistics 110B', 'Biostatistics 400', 'Biostatistics 402A']}",UNSCHED,12:00 am,12:00 am,,,"Cumberland, W.G."
BIOSTAT 595,Biostatistics 595,"{'type': 'AND', 'conditions': ['Biostatistics 110A', 'Biostatistics 110B', 'Biostatistics 400', 'Biostatistics 402A']}",UNSCHED,12:00 am,12:00 am,,,"Dabrowska, D.M."
BIOSTAT 595,Biostatistics 595,"{'type': 'AND', 'conditions': ['Biostatistics 110A', 'Biostatistics 110B', 'Biostatistics 400', 'Biostatistics 402A']}",UNSCHED,12:00 am,12:00 am,,,"Darling-Hammond, S"
BIOSTAT 595,Biostatistics 595,"{'type': 'AND', 'conditions': ['Biostatistics 110A', 'Biostatistics 110B', 'Biostatistics 400', 'Biostatistics 402A']}",UNSCHED,12:00 am,12:00 am,,,"Fei, Z."
BIOSTAT 595,Biostatistics 595,"{'type': 'AND', 'conditions': ['Biostatistics 110A', 'Biostatistics 110B', 'Biostatistics 400', 'Biostatistics 402A']}",UNSCHED,12:00 am,12:00 am,,,"Guindani, M."
BIOSTAT 595,Biostatistics 595,"{'type': 'AND', 'conditions': ['Biostatistics 110A', 'Biostatistics 110B', 'Biostatistics 400', 'Biostatistics 402A']}",UNSCHED,12:00 am,12:00 am,,,"Holbrook, A.J."
BIOSTAT 595,Biostatistics 595,"{'type': 'AND', 'conditions': ['Biostatistics 110A', 'Biostatistics 110B', 'Biostatistics 400', 'Biostatistics 402A']}",UNSCHED,12:00 am,12:00 am,,,"Kim, G.J."
BIOSTAT 595,Biostatistics 595,"{'type': 'AND', 'conditions': ['Biostatistics 110A', 'Biostatistics 110B', 'Biostatistics 400', 'Biostatistics 402A']}",UNSCHED,12:00 am,12:00 am,,,"Lee, M.L."
BIOSTAT 595,Biostatistics 595,"{'type': 'AND', 'conditions': ['Biostatistics 110A', 'Biostatistics 110B', 'Biostatistics 400', 'Biostatistics 402A']}",UNSCHED,12:00 am,12:00 am,,,"Li, G."
BIOSTAT 595,Biostatistics 595,"{'type': 'AND', 'conditions': ['Biostatistics 110A', 'Biostatistics 110B', 'Biostatistics 400', 'Biostatistics 402A']}",UNSCHED,12:00 am,12:00 am,,,"Liu, H."
BIOSTAT 595,Biostatistics 595,"{'type': 'AND', 'conditions': ['Biostatistics 110A', 'Biostatistics 110B', 'Biostatistics 400', 'Biostatistics 402A']}",UNSCHED,12:00 am,12:00 am,,,"Presson, A.P."
BIOSTAT 595,Biostatistics 595,"{'type': 'AND', 'conditions': ['Biostatistics 110A', 'Biostatistics 110B', 'Biostatistics 400', 'Biostatistics 402A']}",UNSCHED,12:00 am,12:00 am,,,"Ramirez, C.M."
BIOSTAT 595,Biostatistics 595,"{'type': 'AND', 'conditions': ['Biostatistics 110A', 'Biostatistics 110B', 'Biostatistics 400', 'Biostatistics 402A']}",UNSCHED,12:00 am,12:00 am,,,"Senturk, D."
BIOSTAT 595,Biostatistics 595,"{'type': 'AND', 'conditions': ['Biostatistics 110A', 'Biostatistics 110B', 'Biostatistics 400', 'Biostatistics 402A']}",UNSCHED,12:00 am,12:00 am,,,"Suchard, M.A."
BIOSTAT 595,Biostatistics 595,"{'type': 'AND', 'conditions': ['Biostatistics 110A', 'Biostatistics 110B', 'Biostatistics 400', 'Biostatistics 402A']}",UNSCHED,12:00 am,12:00 am,,,"Sugar, C.A."
BIOSTAT 595,Biostatistics 595,"{'type': 'AND', 'conditions': ['Biostatistics 110A', 'Biostatistics 110B', 'Biostatistics 400', 'Biostatistics 402A']}",UNSCHED,12:00 am,12:00 am,,,"Telesca, D."
BIOSTAT 595,Biostatistics 595,"{'type': 'AND', 'conditions': ['Biostatistics 110A', 'Biostatistics 110B', 'Biostatistics 400', 'Biostatistics 402A']}",UNSCHED,12:00 am,12:00 am,,,"Weiss, R."
BIOSTAT 595,Biostatistics 595,"{'type': 'AND', 'conditions': ['Biostatistics 110A', 'Biostatistics 110B', 'Biostatistics 400', 'Biostatistics 402A']}",UNSCHED,12:00 am,12:00 am,,,"Wong, W."
BIOSTAT 595,Biostatistics 595,"{'type': 'AND', 'conditions': ['Biostatistics 110A', 'Biostatistics 110B', 'Biostatistics 400', 'Biostatistics 402A']}",UNSCHED,12:00 am,12:00 am,,,"Zhou, H."
BMD RES 5HB,Biomedical Research 5HB,"{'type': 'AND', 'conditions': ['Biomedical Research 5HA']}",TR,11:00 am,12:15 pm,GEOLOGY,04660,"Turlo, K.A.; Clark, I.E."
BMD RES 194H,Biomedical Research 194H,"{'type': 'AND', 'conditions': ['Biomedical Research 193H']}",R,01:00 pm,03:50 pm,LAKRETZ,00101,"Fluitt, A.H.; Clark, I.E."
BMD RES 194H,Biomedical Research 194H,"{'type': 'AND', 'conditions': ['Biomedical Research 193H']}",M,11:00 am,01:50 pm,LAKRETZ,00101,"Lough-Stevens, M.J; Clark, I.E."
C&EE M20,Civil and Environmental Engineering M20,"{'type': 'AND', 'conditions': ['Mathematics 33A']}",T,08:00 am,09:50 am,ENGR VI,ML00000C,"Gao, E.X."
C&EE C104,Civil and Environmental Engineering C104,"{'type': 'AND', 'conditions': [{'type': 'OR', 'conditions': ['Civil  Environmental Engineering 91']}, 'Mechanical  Aerospace Engineering 101', 'Chemistry  Biochemistry 20A', 'Chemistry  Biochemistry 20B', 'Mathematics 31A', 'Mathematics 31B', 'Mathematics 32B', 'Physics 1A', 'Physics 1B', 'Physics 1C', 'Civil  Environmental Engineering 108']}",MW,10:00 am,11:50 am,BOELTER,05264,"Sant, G."
C&EE 108,Civil and Environmental Engineering 108,"{'type': 'AND', 'conditions': [{'type': 'OR', 'conditions': ['Civil  Environmental Engineering 91']}, 'Mechanical  Aerospace Engineering 101', 'Mathematics 32B', 'Physics 1A']}",TR,04:00 pm,05:50 pm,DODD,00175,"Rosner, F."
C&EE 108L,Civil and Environmental Engineering 108L,"{'type': 'AND', 'conditions': ['Civil  Environmental Engineering 108']}",TR,08:00 am,08:50 am,BOELTER,01567,"Ahlberg, E."
C&EE C111,Civil and Environmental Engineering C111,"{'type': 'AND', 'conditions': ['Civil  Environmental Engineering M20', 'Chemistry  Biochemistry 20A', 'Chemistry  Biochemistry 20B', 'Mathematics 31A', 'Mathematics 31B', 'Mathematics 32B', 'Physics 1A', 'Physics 1B', 'Physics 1C']}",M,04:00 pm,05:50 pm,WGYOUNG,04216,"Lopez Droguett, E."
C&EE C111,Civil and Environmental Engineering C111,"{'type': 'AND', 'conditions': ['Civil  Environmental Engineering M20', 'Chemistry  Biochemistry 20A', 'Chemistry  Biochemistry 20B', 'Mathematics 31A', 'Mathematics 31B', 'Mathematics 32B', 'Physics 1A', 'Physics 1B', 'Physics 1C']}",W,04:00 pm,05:50 pm,PAB,01425,"Lopez Droguett, E."
C&EE 120L,Civil and Environmental Engineering 120L,"{'type': 'AND', 'conditions': ['Civil  Environmental Engineering 120']}",M,03:00 pm,03:50 pm,BOELTER,01567,"Akin, I."
C&EE 121,Civil and Environmental Engineering 121,"{'type': 'AND', 'conditions': ['Civil  Environmental Engineering 120']}",TR,02:00 pm,03:50 pm,BUNCHE,03143,"Stewart, J.P."
C&EE 132,Civil and Environmental Engineering 132,"{'type': 'AND', 'conditions': ['Civil  Environmental Engineering 91', 'Physics 1B']}",TR,10:00 am,11:50 am,BOELTER,02760,"Narasimhan, S."
C&EE 135B,Civil and Environmental Engineering 135B,"{'type': 'AND', 'conditions': ['Civil  Environmental Engineering 135A']}",MW,08:00 am,09:50 am,HAINES,A00018,"Burton, H."
C&EE 142,Civil and Environmental Engineering 142,"{'type': 'AND', 'conditions': ['Civil  Environmental Engineering 135A']}",TR,12:00 pm,01:50 pm,BOELTER,02444,"Peng, Y."
C&EE 144,Civil and Environmental Engineering 144,"{'type': 'AND', 'conditions': [{'type': 'OR', 'conditions': ['Civil  Environmental Engineering 141']}, 'Civil  Environmental Engineering 142', 'Civil  Environmental Engineering 190', 'Civil  Environmental Engineering 132']}",MW,10:00 am,11:50 am,BOELTER,05273,"Benichou, E."
C&EE 151,Civil and Environmental Engineering 151,"{'type': 'AND', 'conditions': ['Civil  Environmental Engineering 150', {'type': 'OR', 'conditions': ['Civil  Environmental Engineering 107']}, 'Mechanical  Aerospace Engineering 103']}",MW,12:00 pm,01:50 pm,BOELTER,05264,"Arzeno Soltero, I."
C&EE 156B,Civil and Environmental Engineering 156B,"{'type': 'AND', 'conditions': ['Chemistry  Biochemistry 20A', 'Chemistry  Biochemistry 20B']}",MW,12:00 pm,12:50 pm,BOELTER,07737,"Lau, S."
C&EE 157L,Civil and Environmental Engineering 157L,"{'type': 'AND', 'conditions': ['Civil  Environmental Engineering 150']}",TR,02:00 pm,02:50 pm,ROYCE,00150,"Gebremichael, M."
C&EE C164,Civil and Environmental Engineering C164,"{'type': 'AND', 'conditions': ['Civil  Environmental Engineering 153']}",TR,10:00 am,11:50 am,BOELTER,02444,"Mohanty, S."
C&EE C185,Civil and Environmental Engineering C185,"{'type': 'AND', 'conditions': ['Civil  Environmental Engineering 180']}",MW,12:00 pm,01:50 pm,BOELTER,05272,"Ma, J."
C&EE 235B,Civil and Environmental Engineering 235B,"{'type': 'AND', 'conditions': ['Civil  Environmental Engineering 130', 'Civil  Environmental Engineering 235A']}",TR,10:00 am,11:50 am,BOELTER,05422,"Taciroglu, E."
C&EE 235B,Civil and Environmental Engineering 235B,"{'type': 'AND', 'conditions': ['Civil  Environmental Engineering 130', 'Civil  Environmental Engineering 235A']}",VAR,12:00 am,12:00 am,ONLINE,00000AS,"Taciroglu, E.; Aldakhil, S."
C&EE M237A,Civil and Environmental Engineering M237A,"{'type': 'AND', 'conditions': ['Civil  Environmental Engineering 135A', 'Civil  Environmental Engineering C137']}",TR,02:00 pm,03:50 pm,KAUFMAN,00136,"Ju, J."
C&EE 241,Civil and Environmental Engineering 241,"{'type': 'AND', 'conditions': ['Civil  Environmental Engineering C137', 'Civil  Environmental Engineering 141', 'Civil  Environmental Engineering 235A']}",MW,08:00 am,09:50 am,BOELTER,09436,"Sabol, T.A."
C&EE 245,Civil and Environmental Engineering 245,"{'type': 'AND', 'conditions': [{'type': 'OR', 'conditions': ['Civil  Environmental Engineering C137']}, 'Civil  Environmental Engineering 246']}",MW,04:00 pm,05:50 pm,WGYOUNG,01044,"Bozorgnia, Y."
C&EE 250B,Civil and Environmental Engineering 250B,"{'type': 'AND', 'conditions': ['Civil  Environmental Engineering 150']}",MW,04:00 pm,05:50 pm,BOELTER,05252,"Hafeznezami, S."
C&EE 255A,Civil and Environmental Engineering 255A,"{'type': 'AND', 'conditions': ['Civil  Environmental Engineering 155', 'Civil  Environmental Engineering 254A']}",MW,08:00 am,09:50 am,BOELTER,04283,"Jassby, D."
C&EE 255B,Civil and Environmental Engineering 255B,"{'type': 'AND', 'conditions': ['Civil  Environmental Engineering 254A', 'Civil  Environmental Engineering 255A']}",MW,02:00 pm,03:50 pm,BOELTER,04413,"Stenstrom, M.K."
C&EE C259,Civil and Environmental Engineering C259,"{'type': 'AND', 'conditions': ['Civil  Environmental Engineering 150', 'Civil  Environmental Engineering 153']}",,,,ONLINE,00000AS,"Mohanty, S."
C&EE C285,Civil and Environmental Engineering C285,"{'type': 'AND', 'conditions': ['Civil  Environmental Engineering 180']}",MW,12:00 pm,01:50 pm,BOELTER,05272,"Ma, J."
C&EE M287,Civil and Environmental Engineering M287,"{'type': 'AND', 'conditions': [{'type': 'OR', 'conditions': ['Public Policy 201']}, 'Public Policy M201A', {'type': 'OR', 'conditions': ['Public Policy 203']}, 'Urban Planning 207', 'Urban Planning 220B']}",TR,02:00 pm,03:15 pm,PUB AFF,01222,"Bills, T.S."
C&S BIO 185,Computational and Systems Biology 185,"{'type': 'AND', 'conditions': ['Computational  Systems Biology M184', 'Life Sciences 7C', 'Mathematics 33A', 'Mathematics 33B']}",TR,04:00 pm,04:50 pm,FRANZ,01260,"Nadel, B.; Gannavarapu, A.; Sharma, K.; Meenakshi Sundaram; Mohseni, A."
C&S BIO 198A,Computational and Systems Biology 198A,"{'type': 'AND', 'conditions': ['Computational  Systems Biology M150']}",VAR,12:00 am,12:00 am,,,"Lechner, M.G."
C&S BIO 198A,Computational and Systems Biology 198A,"{'type': 'AND', 'conditions': ['Computational  Systems Biology M150']}",VAR,12:00 am,12:00 am,,,"Li, J."
C&S BIO 198A,Computational and Systems Biology 198A,"{'type': 'AND', 'conditions': ['Computational  Systems Biology M150']}",VAR,12:00 am,12:00 am,,,"Pellegrini, M."
C&S BIO 198A,Computational and Systems Biology 198A,"{'type': 'AND', 'conditions': ['Computational  Systems Biology M150']}",VAR,12:00 am,12:00 am,,,"Olde Loohuis, L.M."
C&S BIO 198A,Computational and Systems Biology 198A,"{'type': 'AND', 'conditions': ['Computational  Systems Biology M150']}",VAR,12:00 am,12:00 am,,,"Yang, X."
C&S BIO 198A,Computational and Systems Biology 198A,"{'type': 'AND', 'conditions': ['Computational  Systems Biology M150']}",VAR,12:00 am,12:00 am,,,"Backus, K.M."
C&S BIO 198A,Computational and Systems Biology 198A,"{'type': 'AND', 'conditions': ['Computational  Systems Biology M150']}",VAR,12:00 am,12:00 am,,,"Chiang, J.N."
C&S BIO 198A,Computational and Systems Biology 198A,"{'type': 'AND', 'conditions': ['Computational  Systems Biology M150']}",VAR,12:00 am,12:00 am,,,"Wong, D.T."
C&S BIO 198A,Computational and Systems Biology 198A,"{'type': 'AND', 'conditions': ['Computational  Systems Biology M150']}",VAR,12:00 am,12:00 am,,,"Colwell, C.S."
C&S BIO 198A,Computational and Systems Biology 198A,"{'type': 'AND', 'conditions': ['Computational  Systems Biology M150']}",VAR,12:00 am,12:00 am,,,"Kornblum, H.I."
C&S BIO 198A,Computational and Systems Biology 198A,"{'type': 'AND', 'conditions': ['Computational  Systems Biology M150']}",VAR,12:00 am,12:00 am,,,"Fox, M.M."
C&S BIO 198A,Computational and Systems Biology 198A,"{'type': 'AND', 'conditions': ['Computational  Systems Biology M150']}",VAR,12:00 am,12:00 am,,,"Afshar, Y."
C&S BIO 198A,Computational and Systems Biology 198A,"{'type': 'AND', 'conditions': ['Computational  Systems Biology M150']}",VAR,12:00 am,12:00 am,,,"Tingley, M.W."
C&S BIO 198A,Computational and Systems Biology 198A,"{'type': 'AND', 'conditions': ['Computational  Systems Biology M150']}",VAR,12:00 am,12:00 am,,,"Alwan, A.A."
C&S BIO 198A,Computational and Systems Biology 198A,"{'type': 'AND', 'conditions': ['Computational  Systems Biology M150']}",VAR,12:00 am,12:00 am,,,"Luo, C."
C&S BIO 198B,Computational and Systems Biology 198B,"{'type': 'AND', 'conditions': ['Computational  Systems Biology 198A']}",VAR,12:00 am,12:00 am,,,"Quijada, P.J."
C&S BIO 198B,Computational and Systems Biology 198B,"{'type': 'AND', 'conditions': ['Computational  Systems Biology 198A']}",VAR,12:00 am,12:00 am,,,"Zaitlen, N.A."
C&S BIO 198B,Computational and Systems Biology 198B,"{'type': 'AND', 'conditions': ['Computational  Systems Biology 198A']}",VAR,12:00 am,12:00 am,,,"Pellegrini, M."
C&S BIO 198B,Computational and Systems Biology 198B,"{'type': 'AND', 'conditions': ['Computational  Systems Biology 198A']}",VAR,12:00 am,12:00 am,,,"Ophoff, R.A."
C&S BIO 198B,Computational and Systems Biology 198B,"{'type': 'AND', 'conditions': ['Computational  Systems Biology 198A']}",VAR,12:00 am,12:00 am,,,"Orsulic, S."
C&S BIO 198B,Computational and Systems Biology 198B,"{'type': 'AND', 'conditions': ['Computational  Systems Biology 198A']}",VAR,12:00 am,12:00 am,,,"Lusis, A.J."
C&S BIO 198B,Computational and Systems Biology 198B,"{'type': 'AND', 'conditions': ['Computational  Systems Biology 198A']}",VAR,12:00 am,12:00 am,,,"Church, A."
C&S BIO 198B,Computational and Systems Biology 198B,"{'type': 'AND', 'conditions': ['Computational  Systems Biology 198A']}",VAR,12:00 am,12:00 am,,,"Chiang, J.N."
C&S BIO 198B,Computational and Systems Biology 198B,"{'type': 'AND', 'conditions': ['Computational  Systems Biology 198A']}",VAR,12:00 am,12:00 am,,,"Pajukanta, P.E."
C&S BIO 198B,Computational and Systems Biology 198B,"{'type': 'AND', 'conditions': ['Computational  Systems Biology 198A']}",VAR,12:00 am,12:00 am,,,"Ribas, A."
C&S BIO 198B,Computational and Systems Biology 198B,"{'type': 'AND', 'conditions': ['Computational  Systems Biology 198A']}",VAR,12:00 am,12:00 am,,,"Arboleda, V.A."
C&S BIO 198B,Computational and Systems Biology 198B,"{'type': 'AND', 'conditions': ['Computational  Systems Biology 198A']}",VAR,12:00 am,12:00 am,,,"Braybrook, S."
C&S BIO 198B,Computational and Systems Biology 198B,"{'type': 'AND', 'conditions': ['Computational  Systems Biology 198A']}",VAR,12:00 am,12:00 am,,,"Schmitt, D.L."
CCAS M105A,Chicana/o and Central American Studies M105A,"{'type': 'AND', 'conditions': [{'type': 'OR', 'conditions': ['English Composition 3', 'English as A Second Language 36']}]}",MW,12:30 pm,01:45 pm,BUNCHE,03211,"Lopez, M."
CCAS M105D,Chicana/o and Central American Studies M105D,"{'type': 'AND', 'conditions': [{'type': 'OR', 'conditions': ['English Composition 3', 'English as A Second Language 36']}]}",MW,02:00 pm,03:50 pm,ROLFE,03116,"Foote, R.E."
CCAS M139,Chicana/o and Central American Studies M139,"{'type': 'AND', 'conditions': [{'type': 'OR', 'conditions': ['English Composition 3', 'English as A Second Language 36']}]}",W,09:00 am,11:50 am,KAPLAN,A00060,"Foote, R.E."
CCAS M167XP,Chicana/o and Central American Studies M167XP,"{'type': 'AND', 'conditions': [{'type': 'OR', 'conditions': ['Spanish 25', 'Spanish 27']}]}",W,02:00 pm,04:50 pm,ROLFE,02118,"Suhr, C."
CCAS 197,Chicana/o and Central American Studies 197,"{'type': 'AND', 'conditions': ['Chicana/o  Central American Studies 10A', 'Chicana/o  Central American Studies 10B']}",F,02:00 pm,05:00 pm,PUB AFF,01343,"Barreto, M.A."
CESC M190B,Community Engagement and Social Change M190B,"{'type': 'AND', 'conditions': ['Community Engagement  Social Change M190A']}",T,06:00 pm,08:50 pm,ONLINE,00000LA,"Ruiz, D.; Marinaro, P."
